Im Filialzielbestand bis spätestens;Quelle;Product Type;Product Mandator Country Id;Product Id; Einkaufspreis (teilweise Lagerwert) ;Stück pro Filiale;Bemerkungen;Einkaufswert;;Verfügbarkeit;Anpassung der Anzahl;;;Legende:
;;Smartphone;"Galaxy S25 Ultra (256 GB; Titanium Gray; 6.90""; Dual SIM; 200 Mpx; 5G)";53993610;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 Ultra (256 GB; Titanium Whitesilver; 6.90""; Dual SIM; 200 Mpx; 5G)";53993611;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 Ultra (512 GB; Titanium Black; 6.90""; Dual SIM; 200 Mpx; 5G)";53993644;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 Ultra (512 GB; Titanium Gray; 6.90""; Dual SIM; 200 Mpx; 5G)";53993643;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 Ultra (512 GB; Titanium Whitesilver; 6.90""; Dual SIM; 200 Mpx; 5G)";54092077;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 (256 GB; Silver Shadow; 6.20""; Dual SIM; 50 Mpx; 5G)";54091185;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25 (256 GB; Navy; 6.20""; Dual SIM; 50 Mpx; 5G)";53993439;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25+ (512 GB; Navy; 6.70""; Dual SIM; 50 Mpx; 5G)";53993570;;1;;;AJ;;;;;
;;Smartphone;"Galaxy S25+ (512 GB; Silver Shadow; 6.70""; Dual SIM; 50 Mpx; 5G)";54092007;;1;;;AJ;;;;;
;;Smartphone;"13 (256 GB; Black Eclipse; 6.82""; Dual SIM; 50 Mpx; 5G)";53899259;;1;;;AJ;;;;;
;;Smartphone;"13 (512 GB; Black Eclipse; 6.82""; Dual SIM; 50 Mpx; 5G)";53791374;;1;;;;;;;;
;;Smartphone;"13 (512 GB; Midnight Ocean; 6.82""; Hybrid Dual SIM + eSIM; 50 Mpx; 5G)";53791378;;1;;;;;;;;
24.05.2024;Top 1000 Artikel;Smartphone Halterung;Motorcycle Mount V2;13278265; CHF 36.00 ;1;; CHF 36.00 ;AJ;;;;;
24.05.2024;;Smartphone Halterung;Universal-Smartphone-Halterung;11310854; CHF 5.44 ;2;; CHF 10.88 ;AJ;;;;;
24.05.2024;;Smartphone Halterung;Car Vent Mount für MagSafe;15794674; CHF 10.75 ;1;; CHF 10.75 ;AJ;;;;;
24.05.2024;;Smartphone Halterung;Magnetic Wireless Car Charger with MagSafe;17702869; CHF 21.38 ;1;; CHF 21.38 ;AJ;;;;;
24.05.2024;;Smartphone Halterung;Motorcycle Mount Pro;20667881; CHF 45.18 ;1;; CHF 45.18 ;AJ;;;;;
10.09.2024;;Smartphone Hülle;Feingewebe Case mit MagSafe (iPhone 15);38610236; CHF 39.88 ;2;; CHF 79.76 ;AJ;;;;;
10.09.2024;;Smartphone Hülle;Silikon Case mit MagSafe (iPhone 15);38610368; CHF 33.13 ;2;; CHF 66.26 ;AJ;;;;;
10.09.2024;;Smartphone Hülle;Clear Case mit MagSafe (iPhone 15);38610312; CHF 33.13 ;2;; CHF 66.26 ;AJ;;;;;
10.09.2024;;Smartphone Hülle;Silikon Case mit MagSafe (iPhone 15 Plus);38610313; CHF 33.13 ;2;; CHF 66.26 ;AJ;;;;;
;;Smartphone Hülle;Shield Case (Galaxy S24 Ultra);40220371; CHF 14.63 ;2;; CHF 29.26 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy S24 Ultra);40220235; CHF 22.85 ;2;; CHF 45.70 ;AJ;;;;;
;;Smartphone Hülle;Standing Grip Case (Galaxy S24 Ultra);40220095; CHF 25.14 ;1;; CHF 25.14 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy S24 Ultra);40220237; CHF 22.96 ;1;; CHF 22.96 ;AJ;;;;;
;;Smartphone Hülle;Vegan Leather Case (Galaxy S24 Ultra);40220366; CHF 18.21 ;2;; CHF 36.42 ;AJ;;;;;
;;Smartphone Hülle;Silicone Case (Galaxy S24 Ultra);40220311; CHF 14.57 ;1;; CHF 14.57 ;AJ;;;;;
;;Smartphone Hülle;Vegan Leather Case (Galaxy S24 Ultra);40220364; CHF 18.24 ;1;; CHF 18.24 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy S24);40220227; CHF 22.86 ;2;; CHF 45.72 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy S24+);40220231; CHF 22.88 ;2;; CHF 45.76 ;AJ;;;;;
;;Smartphone Hülle;Clear Case (Galaxy S24);40220549; CHF 7.24 ;2;; CHF 14.48 ;AJ;;;;;
;;Smartphone Hülle;Clear Case (Galaxy S24+);40220550; CHF 7.24 ;2;; CHF 14.48 ;AJ;;;;;
;;Smartphone Hülle;Silicone Case (Galaxy A55);42315241; CHF 14.98 ;2;; CHF 29.96 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy A55);42315297; CHF 23.73 ;2;; CHF 47.46 ;AJ;;;;;
;;Smartphone Hülle;Smart View Wallet Case (Galaxy A55);42315231; CHF 23.39 ;2;; CHF 46.78 ;AJ;;;;;
;;Smartphone Hülle;Clear Case (Galaxy A55);42315299; CHF 9.39 ;2;; CHF 18.78 ;AJ;;;;;
;;Smartphone Hülle;Silicone Case (Galaxy A55);42315221; CHF 14.98 ;2;; CHF 29.96 ;AJ;;;;;
;;Smartphone Hülle;Standing Grip Case (Galaxy A55) ;42315242; CHF 24.33 ;1;; CHF 24.33 ;AJ;;;;;
;;Smartphone Hülle;Cover (Google Pixel 8a);43251996; CHF 13.85 ;2;; CHF 27.70 ;AJ;;;;;
24.05.2024;;Smartwatch;" Instinct 2 Solar (45 mm; Faserverstärktes Polymer)";18551979; CHF 318.41 ;1;; CHF 318.41 ;AJ;;;;;
;;Smartwatch;"Charge 6 (18.54 mm; Aluminium; One Size)";38849373; CHF 99.87 ;1;; CHF 99.87 ;AJ;;;;;
;;Smartwatch;"Inspire 3 (39.32 mm; Aluminium; S; L)";21870503; CHF 59.40 ;1;; CHF 59.40 ;AJ;;;;;
;;Smartwatch;"Charge 6 (18.54 mm; Aluminium; One Size)";38849374; CHF 102.08 ;1;; CHF 102.08 ;AJ;;;;;
;;Smartwatch;"vivoactive 5 (42.20 mm; Aluminium; Silikon; Polymer; Faserverstärktes Polymer; nur WLAN; One Size)";38729275; CHF 164.21 ;1;; CHF 164.21 ;AJ;;;;;
;;Smartwatch;"fenix7X solar Schiefergrau Schwarzes Band (51 mm; Edelstahl; One Size)";18247745; CHF 404.52 ;1;; CHF 404.52 ;AJ;;;;;
;;Smartwatch;"Forerunner 255 Music (45.60 mm; Silikon; Polymer; One Size)";21679332; CHF 211.22 ;1;; CHF 211.22 ;AJ;;;;;
;;Smartwatch;"vivoactive 5 (42.20 mm; Aluminium; Silikon; Polymer; Faserverstärktes Polymer; nur WLAN; One Size)";38734024; CHF 162.29 ;1;; CHF 162.29 ;AJ;;;;;
;;Smartwatch;"Instinct 2 (45 mm; Faserverstärktes Polymer; One Size)";18551674; CHF 188.46 ;1;; CHF 188.46 ;AJ;;;;;
;;Smartwatch;"Forerunner 55 (42 mm; Kunststoff; One Size)";15956317; CHF 124.21 ;1;; CHF 124.21 ;AJ;;;;;
;;Smartwatch;"Forerunner 255 (46 mm; Polymer; Silikon; One Size)";21488968; CHF 201.52 ;1;; CHF 201.52 ;AJ;;;;;
;;Smartwatch;"Versa 4 (40.30 mm; Aluminium; One Size)";21870501; CHF 118.41 ;1;; CHF 118.41 ;AJ;;;;;
;;Smartwatch;"Forerunner 955 (46.50 mm; Faserverstärktes Polymer; One Size)";21495457; CHF 337.74 ;1;; CHF 337.74 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Sofortbildfilm;Instax Mini  2x10 Film;659349; CHF 10.96 ;5;; CHF 54.78 ;AJ;;;;;
24.05.2024;;Sofortbildkamera;Instax Mini 12;24486167; CHF 67.30 ;1;; CHF 67.30 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;ExtremePro microSD A1;6613018; CHF 8.19 ;2;; CHF 16.38 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;microSDXC High Endurance Monitoring;11141387; CHF 9.33 ;2;; CHF 18.67 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;Micro SD Card Class 10;8396357; CHF 3.20 ;2;; CHF 6.40 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;Extreme Pro Typ B;13452122; CHF 164.62 ;2;; CHF 329.24 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;CFexpress Tough Typ A;13492468; CHF 318.58 ;2;; CHF 637.16 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Speicherkarte;microSDXC High Endurance Monitoring;11141388; CHF 17.43 ;2;; CHF 34.86 ;AJ;;;;;
24.05.2024;;Speicherkarte;"EVO Plus (microSDXC; 512 GB; U3; UHS-I)";16738702; CHF 23.03 ;1;; CHF 23.03 ;AJ;;;;;
24.05.2024;;Speicherkarte;"Extreme PRO SDXC (SDXC; 64 GB; U3; UHS-I)";20955002; CHF 10.05 ;2;; CHF 20.10 ;AJ;;;;;
24.05.2024;;Speicherkarte;"Nintendo Switch (microSDXC; 256 GB; U3; UHS-I)";11141390; CHF 22.91 ;1;; CHF 22.91 ;AJ;;;;;
24.05.2024;;Speicherkarte;"Extreme microSDXC +SD /s (microSDXC; 256 GB; U1; UHS-I)";20932251; CHF 20.90 ;1;; CHF 20.90 ;AJ;;;;;
24.05.2024;;Speicherkarte;"Extreme microSDXC +SD /s (microSDHC; 512 GB; U3; UHS-I)";20955000; CHF 43.60 ;1;; CHF 43.60 ;AJ;;;;;
24.05.2024;;Speicherkarte;"Extreme PRO SDXC (SDXC; 512 GB; U3; UHS-I)";20954998; CHF 74.09 ;1;; CHF 74.09 ;AJ;;;;;
;;Speicherkarte;"microSDXC High Endurance Monitoring (microSDXC; 256 GB; U3; UHS-I)";11141389; CHF 18.44 ;1;; CHF 18.44 ;AJ;;;;;
;;Speicherkarte;"Extreme PRO SDXC (SDXC; 256 GB; U3; UHS-I)";20954988; CHF 31.11 ;1;; CHF 31.11 ;AJ;;;;;
;;Speicherkarte;"128GB UHS-I U3A1 microSD (microSD; 128 GB; U3; UHS-I)";10143547; CHF 8.91 ;1;; CHF 8.91 ;AJ;;;;;
;;Speicherkarte;"Ultra microSDXC /s+SD Adapter (microSD; 128 GB; U1; UHS-I)";22648088; CHF 9.40 ;1;; CHF 9.40 ;AJ;;;;;
;;Speicherkarte;"Extreme PRO microSDXC (microSDXC; 64 GB; U3; UHS-I)";20954991; CHF 7.35 ;1;; CHF 7.35 ;AJ;;;;;
;;Speicherkarte;"Extreme microSD A1 (microSDHC; 32 GB; U3; UHS-I)";6405532; CHF 5.33 ;1;; CHF 5.33 ;AJ;;;;;
;;Speicherkarte;"Extreme PRO (SDHC; 32 GB; U3; UHS-I)";20954989; CHF 6.85 ;1;; CHF 6.85 ;AJ;;;;;
;;Speicherkarte;"Canvas Go! Plus microSD (microSDXC; 256 GB; U3; UHS-I)";12944136; CHF 14.58 ;1;; CHF 14.58 ;AJ;;;;;
;;Speicherkarte;"Nintendo Switch (microSDXC; 512 GB; U1; UHS-I)";14337826; CHF 41.85 ;1;; CHF 41.85 ;AJ;;;;;
24.05.2024;;Speicherkartenlesegerät;Card Reader F5 USB3.0 (USB 3.1);6156385; CHF 5.93 ;1;; CHF 5.93 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Spielkonsole;Playstation 5 Pro Digital Edition;49618254; CHF 434.46 ;2;; CHF 868.92 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Spielkonsole;Xbox Series S;13755342; CHF 234.90 ;1;; CHF 234.90 ;AJ;;;;;
24.05.2024;;Spielkonsole;Xbox Series X;12664482; CHF 389.17 ;1;; CHF 389.17 ;AJ;;;;;
24.05.2024;;Spielkonsole;Switch (OLED-Modell) Weiss;16212377; CHF 279.06 ;1;; CHF 279.06 ;AJ;;;;;
24.05.2024;;Spielkonsole;Switch (OLED-Modell) Neon-Rot/Neon-Blau;16212378; CHF 275.78 ;1;; CHF 275.78 ;AJ;;;;;
24.05.2024;;Spielkonsole;Switch - Neon-Rot/Neon-Blau;11586094; CHF 239.53 ;1;; CHF 239.53 ;AJ;;;;;
;;Spielkonsole;Playstation 5 Slim Disc Edition;39726201; CHF 435.26 ;2;; CHF 870.52 ;AJ;;;;;
;;Spielkonsole;Playstation 5 Slim Digital Edition;39726222; CHF 355.81 ;2;; CHF 711.62 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;SSD;870 EVO;14598791; CHF 100.99 ;2;; CHF 201.99 ;AJ;;;;;
24.05.2024;;SSD;"870 EVO (2000 GB; 2.5"")";14598992; CHF 135.91 ;2;; CHF 271.82 ;AJ;;;;;
24.05.2024;;SSD;"A400 (480 GB; 2.5"")";6305464; CHF 21.60 ;2;; CHF 43.20 ;AJ;;;;;
24.05.2024;;SSD;"Black SN850X (1000 GB; M.2 2280)";21635318; CHF 87.22 ;1;; CHF 87.22 ;AJ;;;;;
24.05.2024;;SSD;"Black SN770 (2000 GB; M.2 2280)";18756199; CHF 110.99 ;1;; CHF 110.99 ;AJ;;;;;
24.05.2024;;SSD;"Black SN850X (2000 GB; M.2 2280)";21635316; CHF 151.76 ;1;; CHF 151.76 ;AJ;;;;;
24.05.2024;;SSD;"Black SN850X mit Heatsink (2000 GB; M.2 2280)";21635317; CHF 153.13 ;1;; CHF 153.13 ;AJ;;;;;
24.05.2024;;SSD;"990 Pro (2000 GB; M.2 2280)";22097721; CHF 185.09 ;2;; CHF 370.18 ;AJ;;;;;
24.05.2024;;SSD;"FURY Renegade (1000 GB; M.2 2280)";17274250; CHF 67.81 ;1;; CHF 67.81 ;AJ;;;;;
24.05.2024;;SSD;"FURY Renegade (2000 GB; M.2 2280)";17274251; CHF 148.64 ;1;; CHF 148.64 ;AJ;;;;;
24.05.2024;;SSD;"KC3000 (2048 GB; M.2 2280)";17274158; CHF 122.68 ;1;; CHF 122.68 ;AJ;;;;;
;;SSD;"Black SN850P mit Heatsink für PS5 (2000 GB; M.2 2280)";36108804; CHF 148.64 ;1;; CHF 148.64 ;AJ;;;;;
;;SSD;"NV2 (1000 GB; M.2 2280)";21983494; CHF 47.01 ;1;; CHF 47.01 ;AJ;;;;;
;;SSD;"990 Pro mit Heatsink (2000 GB; M.2 2280)";24211888; CHF 152.54 ;1;; CHF 152.54 ;AJ;;;;;
;;SSD;"870 EVO (500 GB; 2.5"")";14597794; CHF 44.86 ;1;; CHF 44.86 ;AJ;;;;;
;;SSD;"A400 (960 GB; 2.5"") ";8613671; CHF 44.26 ;1;; CHF 44.26 ;AJ;;;;;
;;SSD;"990 Pro mit Heatsink (4000 GB; M.2 2280)";37728060; CHF 267.48 ;1;; CHF 267.48 ;AJ;;;;;
;;SSD;"990 Pro (1000 GB; M.2 2280)";22097720; CHF 89.94 ;1;; CHF 89.94 ;AJ;;;;;
;;SSD;"Black SN770 (1000 GB; M.2 2280)";18756198; CHF 58.26 ;1;; CHF 58.26 ;AJ;;;;;
;;SSD;"MP600 CORE XT (4000 GB; M.2 2280)";25016324; CHF 173.19 ;1;; CHF 173.19 ;AJ;;;;;
;;SSD;"Blue SN580 (1000 GB; M.2 2280)";36641502; CHF 52.36 ;1;; CHF 52.36 ;AJ;;;;;
;;Staubsauger Roboter;D10 Plus Gen2 (Saugwischroboter);46399993; CHF 252.31 ;1;; CHF 252.31 ;AJ;;;;;
;;Staubsauger Roboter;S8 Pro Ultra (Saugwischroboter);25456911; CHF 921.94 ;1;; CHF 921.94 ;AJ;;;;;
;;Staubsauger Roboter;S8 MaxV Ultra (Saugwischroboter);43695719;;1;;;;;;;;
;;Staubsauger Roboter;S8 MaxV Ultra (Saugwischroboter);43695849;;1;;;;;;;;
;;Staubsauger Roboter;X20 Max (Saugwischroboter);49838553;;1;;;;;;;;
;;Staubsauger Roboter;X20+ (Saugwischroboter);43091384;;1;;;;;;;;
24.05.2024;;Streaming Media Player;Fire TV Stick 4K (Amazon Alexa);17257487; CHF 33.79 ;1;; CHF 33.79 ;AJ;;;;;
24.05.2024;;Streaming Media Player;TV 128GB (3. Gen) (Apple Siri);22720374; CHF 138.66 ;1;; CHF 138.66 ;AJ;;;;;
24.05.2024;;Streaming Media Player;Z10 SE;19399464; CHF 67.38 ;1;; CHF 67.38 ;AJ;;;;;
;;Streaming Media Player;Fire TV Stick Lite (Amazon Alexa);21800240; CHF 21.20 ;1;; CHF 21.20 ;AJ;;;;;
;;Streaming Media Player;TV 64GB (3. Gen) (Apple Siri);22719628; CHF 121.87 ;1;; CHF 121.87 ;AJ;;;;;
24.05.2024;;Stylus;Surface Slim Pen 2;16629277; CHF 67.15 ;1;; CHF 67.15 ;AJ;;;;;
24.05.2024;;Stylus;Pencil (2. Generation);10036392; CHF 102.77 ;3;; CHF 308.31 ;AJ;;;;;
24.05.2024;;Stylus;Pencil (1. Generation) inkl. Adapter;22732767; CHF 90.40 ;1;; CHF 90.40 ;AJ;;;;;
24.05.2024;;Stylus;Pencil Spitzen (4 Stück);5718391; CHF 15.73 ;1;; CHF 15.73 ;AJ;;;;;
;;Stylus;Pencil (USB-C);39395833; CHF 66.66 ;1;; CHF 66.66 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Switch;DGS-105;289086; CHF 14.90 ;1;; CHF 14.90 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Switch;GS108GE;295351; CHF 23.04 ;1;; CHF 23.04 ;AJ;;;;;
24.05.2024;;Switch;TL-SG105PE (5 Ports);13966153; CHF 39.21 ;1;; CHF 39.21 ;AJ;;;;;
24.05.2024;;Switch;USW-LITE-8-POE (8 Ports);13751323; CHF 106.32 ;1;; CHF 106.32 ;AJ;;;;;
24.05.2024;;Switch;UniFi Switch Flex Mini (5 Ports);12745975; CHF 25.99 ;1;; CHF 25.99 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tablet;iPad 2021 (9. Gen);16644686; CHF 299.22 ;1;; CHF 299.22 ;AJ;;;;;
24.05.2024;;Tablet;"Galaxy Tab S8+ (12.40""; 256 GB; Graphite)";18384069; CHF 735.98 ;1;; CHF 735.98 ;AJ;;;;;
24.05.2024;;Tablet;"iPad 2022 (10. Gen) (10.90""; 256 GB; Silver)";22715683; CHF 553.87 ;1;; CHF 553.87 ;AJ;;;;;
;;Tablet;"Tab M9 (nur WLAN; 9""; 32 GB; Arctic Grey)";23857063; CHF 82.45 ;1;; CHF 82.45 ;AJ;;;;;
;;Tablet;"Redmi Pad SE (11""; 128 GB; Graphit Grau)";37419735; CHF 117.00 ;1;; CHF 117.00 ;AJ;;;;;
;;Tablet;"Galaxy Tab S9 FE (nur WLAN; 10.90""; 256 GB; Gray)";37856547; CHF 336.29 ;1;; CHF 336.29 ;AJ;;;;;
;;Tablet;"iPad Pro 13 2024 (M4) (nur WLAN; 13""; 256 GB; Space Black)";45556635;" CHF 1;110.53 ";1;;" CHF 1;110.53 ";AJ;;;;;
;;Tablet;"iPad Pro 11 2024 (M4) (nur WLAN; 11""; 256 GB; Space Black)";45556610; CHF 863.65 ;1;; CHF 863.65 ;AJ;;;;;
;;Tablet;"iPad Pro 13 2024 (M4) (5G; 13""; 256 GB; Space Black) ";45556643;" CHF 1;274.94 ";1;;" CHF 1;274.94 ";AJ;;;;;
;;Tablet;"iPad Pro 11 2024 (M4) (5G; 11""; 256 GB; Space Black) ";45556618;" CHF 1;028.13 ";1;;" CHF 1;028.13 ";AJ;;;;;
;;Tablet;"iPad Pro 13 2024 (M4) (nur WLAN; 13""; 256 GB; Silver)";45556636;" CHF 1;110.49 ";1;;" CHF 1;110.49 ";AJ;;;;;
;;Tablet;"iPad Pro 11 2024 (M4) (nur WLAN; 11""; 256 GB; Silver)";45556611; CHF 865.55 ;1;; CHF 865.55 ;AJ;;;;;
;;Tablet;"iPad Air 13 2024 (M2) (nur WLAN; 13""; 256 GB; Space Grey)";45556582; CHF 764.85 ;1;; CHF 764.85 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 256 GB; Space Grey)";45556550; CHF 600.74 ;1;; CHF 600.74 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 128 GB; Space Grey)";45556546; CHF 517.96 ;1;; CHF 517.96 ;AJ;;;;;
;;Tablet;"iPad Air 13 2024 (M2) (nur WLAN; 13""; 128 GB; Space Grey)";45556578; CHF 682.47 ;1;; CHF 682.47 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 256 GB; Blue)";45556551; CHF 600.74 ;1;; CHF 600.74 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 256 GB; Purple) ";45556553; CHF 600.74 ;1;; CHF 600.74 ;AJ;;;;;
;;Tablet;"iPad Air 13 2024 (M2) (nur WLAN; 13""; 256 GB; Blue)";45556583; CHF 766.10 ;1;; CHF 766.10 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9+ (11""; 64 GB; Graphite)";40187443; CHF 139.03 ;1;; CHF 139.03 ;AJ;;;;;
;;Tablet;"Galaxy Tab S9 FE (nur WLAN; 10.90""; 128 GB; Gray)";37856540; CHF 299.27 ;1;; CHF 299.27 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9+ (5G; 11""; 128 GB; Graphite)";40187438; CHF 217.57 ;1;; CHF 217.57 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9 (8.70""; 64 GB; Graphite)";40187579; CHF 101.37 ;1;; CHF 101.37 ;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Pro 11 2024 (M4));45560252;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Pro 13 2024 (M4)) ;45560261;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Air 11 2024 (M2));45560246;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Air 13 2024 (M2));45560260;;2;;;AJ;;;;;
24.05.2024;;Tablet Tastatur;"Combo Touch (CH; iPad 2022 (10. Gen))";23092615; CHF 106.20 ;1;; CHF 106.20 ;AJ;;;;;
24.05.2024;;Tablet Tastatur;"Smart Keyboard Folio (CH; iPad Air 2022 (5. Gen); iPad Pro 11 2022 (4. Gen); iPad Pro 11 2018 (1. Gen); iPad Pro 11 2020 (2. Gen); iPad Air 2020 (4. Gen); iPad Pro 11 2021 (3. Gen))";12943476; CHF 164.81 ;1;; CHF 164.81 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tastatur;MK295 Silent;13695332; CHF 22.62 ;1;; CHF 22.62 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tastatur;MK850 Performance;6087976; CHF 85.75 ;2;; CHF 171.50 ;AJ;;;;;
24.05.2024;;Tastatur;"G915 Lightspeed GL Tactile (CH; Kabellos)";11583592; CHF 161.60 ;1;; CHF 161.60 ;AJ;;;;;
24.05.2024;;Tastatur;"MK540 Advanced (CH; Kabellos)";7610347; CHF 38.04 ;2;; CHF 76.08 ;AJ;;;;;
24.05.2024;;Tastatur;"G213 Prodigy (CH; Kabelgebunden)";5891377; CHF 51.32 ;1;; CHF 51.32 ;AJ;;;;;
;;Tastatur;"MK235 (CH; Kabellos) ";5697528; CHF 22.48 ;1;; CHF 22.48 ;AJ;;;;;
;;Tastatur;"235 (CH; Kabellos)";14790821; CHF 19.70 ;1;; CHF 19.70 ;AJ;;;;;
;;Tastatur;"MX Keys Combo for Business Gen 2 (CH; Kabellos)";22514044; CHF 137.11 ;1;; CHF 137.11 ;AJ;;;;;
;;Tastatur;"Ergo K860 (CH; Kabellos)";13876021; CHF 71.99 ;1;; CHF 71.99 ;AJ;;;;;
;;Tastatur;"MK270 Combo (CH; Kabellos)";726795; CHF 25.33 ;1;; CHF 25.33 ;AJ;;;;;
;;Tastatur;"MX Keys S (CH; Kabellos)";35791644; CHF 66.40 ;1;; CHF 66.40 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;8364831; CHF 37.36 ;1;; CHF 37.36 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;6515775; CHF 15.96 ;1;; CHF 15.96 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;6896429; CHF 57.05 ;1;; CHF 57.05 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416802; CHF 13.25 ;1;; CHF 13.25 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;Combopack 303;9527064; CHF 26.23 ;1;; CHF 26.23 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416801; CHF 15.54 ;1;; CHF 15.54 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;62;5771378; CHF 32.41 ;1;; CHF 32.41 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;912XL;11051881; CHF 25.01 ;1;; CHF 25.01 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416739; CHF 8.29 ;1;; CHF 8.29 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;5635989; CHF 24.95 ;1;; CHF 24.95 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;304 Combopack;9527066; CHF 17.84 ;1;; CHF 17.84 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;5635984; CHF 11.85 ;1;; CHF 11.85 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;6043108; CHF 24.78 ;1;; CHF 24.78 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;973X;5697891; CHF 85.18 ;1;; CHF 85.18 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;LC-223;4676228; CHF 41.64 ;1;; CHF 41.64 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416786; CHF 8.30 ;1;; CHF 8.30 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;963XL;11051872; CHF 32.13 ;1;; CHF 32.13 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;PG-545/CL-546;5828744; CHF 23.75 ;1;; CHF 23.75 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;"PGI-570; CLI-571";5599698; CHF 42.67 ;1;; CHF 42.67 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;304;5837319; CHF 19.23 ;1;; CHF 19.23 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"953XL (BK; Tinte)";5756933; CHF 34.56 ;1;; CHF 34.56 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"903 (BK; Tinte)";5838645; CHF 29.00 ;1;; CHF 29.00 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"953XL (C; Tinte)";5771422; CHF 25.03 ;1;; CHF 25.03 ;AJ;;;;;
24.05.2024;;Tinte;PGI-570 (BK);5599325; CHF 12.50 ;1;; CHF 12.50 ;AJ;;;;;
24.05.2024;;Tinte;"953 Combopack (M; C; Y; BK)";13792781; CHF 71.18 ;1;; CHF 71.18 ;AJ;;;;;
24.05.2024;;Tinte;"102 EcoTank 4-colour Multipack (M; Y; BK; C)";14053901; CHF 25.22 ;1;; CHF 25.22 ;AJ;;;;;
24.05.2024;;Tinte;"301 (M; C; Y; BK)";5696440; CHF 28.31 ;1;; CHF 28.31 ;AJ;;;;;
24.05.2024;;Tinte;953XL (M);5771423; CHF 25.40 ;1;; CHF 25.40 ;AJ;;;;;
